,pmcid,part,tokens,term_frequency
5227,PMC8907893,conclusion,rarely,1
5228,PMC8907893,discussion,rarely,1
5229,PMC8907893,introduction,likely,1
5230,PMC8907893,result,maybe,1
5231,PMC8907893,result,never,1
5232,PMC8907893,result,probability,1
5233,PMC8909824,discussion,frequently,1
5234,PMC8909824,discussion,likely,6
5235,PMC8909824,introduction,always,1
5236,PMC8909824,introduction,likely,3
5237,PMC8909824,introduction,often,1
5238,PMC8909824,introduction,unlikely,2
5239,PMC8909824,method,likely,1
5240,PMC8909824,method,never,2
5241,PMC8909824,method,often,2
5242,PMC8909824,method,probability,1
5243,PMC8909824,method,unlikely,1
5244,PMC8909824,result,frequently,1
5245,PMC8909824,result,likely,8
5246,PMC8909824,result,probably,1
5247,PMC8910045,discussion,likely,1
5248,PMC8910045,introduction,frequently,1
5249,PMC8910045,introduction,likely,1
5250,PMC8910045,method,probability,1
5251,PMC8910045,result,probability,1
5252,PMC8914428,abstract,possibly,1
5253,PMC8914428,discussion,often,1
5254,PMC8914428,discussion,possibly,1
5255,PMC8914428,introduction,frequently,2
5256,PMC8918041,introduction,likely,1
5257,PMC8918041,introduction,often,1
5258,PMC8918041,method,often,1
5259,PMC8919981,introduction,probability,1
5260,PMC8919981,method,frequently,1
5261,PMC8919981,method,never,1
5262,PMC8919981,method,often,1
5263,PMC8924770,discussion,probability,1
5264,PMC8924770,introduction,frequently,1
5265,PMC8924770,introduction,likely,4
5266,PMC8924770,introduction,never,1
5267,PMC8924770,introduction,often,2
5268,PMC8924770,method,always,1
5269,PMC8924770,method,frequently,3
5270,PMC8924770,method,likely,1
5271,PMC8924770,method,never,1
5272,PMC8924770,method,often,5
5273,PMC8924770,method,usually,1
5274,PMC8924770,result,likely,1
5275,PMC8924770,result,probably,1
5276,PMC8926489,result,frequently,1
5277,PMC8928197,abstract,likely,1
5278,PMC8928197,conclusion,possibly,1
5279,PMC8928197,discussion,frequently,1
5280,PMC8928197,discussion,likely,9
5281,PMC8928197,introduction,likely,14
5282,PMC8928197,introduction,often,5
5283,PMC8928197,result,frequently,1
5284,PMC8928197,result,likely,9
5285,PMC8944953,analysis,likely,1
5286,PMC8944953,discussion,likely,4
5287,PMC8944953,discussion,possibly,2
5288,PMC8944953,discussion,probably,1
5289,PMC8944953,introduction,probability,1
5290,PMC8951553,method,likely,3
5291,PMC8951553,method,unlikely,1
5292,PMC8951553,result,frequently,1
5293,PMC8953533,introduction,often,1
5294,PMC8953533,introduction,possibly,1
5295,PMC8953533,introduction,usually,2
5296,PMC8956029,5. Practical Implications and Recommendations,possibly,1
5297,PMC8956029,discussion,certainly,1
5298,PMC8956029,discussion,likely,2
5299,PMC8956029,introduction,usually,1
5300,PMC8958341,discussion,likely,1
5301,PMC8958667,conclusion,likely,1
5302,PMC8958667,discussion,often,1
5303,PMC8958667,introduction,often,2
5304,PMC8958667,result,always,1
5305,PMC8958667,result,never,1
5306,PMC8958667,result,often,1
5307,PMC8958667,result,rarely,1
5308,PMC8958706,Appendix 1Social determinants of health,always,1
5309,PMC8958706,Appendix 1Social determinants of health,often,7
5310,PMC8958706,discussion,likely,2
5311,PMC8958706,introduction,often,1
5312,PMC8958706,result,likely,3
5313,PMC8959665,Appendix,always,1
5314,PMC8959665,Appendix,never,2
5315,PMC8959665,Appendix,often,1
5316,PMC8959665,discussion,always,2
5317,PMC8959665,discussion,frequently,2
5318,PMC8959665,discussion,often,1
5319,PMC8959665,discussion,possibly,3
5320,PMC8959665,introduction,often,3
5321,PMC8959665,method,always,1
5322,PMC8959665,method,never,2
5323,PMC8959665,method,often,3
5324,PMC8959665,method,usually,1
5325,PMC8961441,Artificial Intelligence Intensified the Crisis and Supported Its Denial,often,1
5326,PMC8961441,Artificial Intelligence Intensified the Crisis and Supported Its Denial,usually,2
5327,PMC8961441,Psychology and Its Historical Crisis,always,1
5328,PMC8961441,The Current Debate,always,1
5329,PMC8961441,introduction,usually,1
5330,PMC8964240,International Psychology Organizations,frequently,2
5331,PMC8964240,International Psychology Organizations,likely,1
5332,PMC8964240,International Psychology Organizations,often,2
5333,PMC8964240,International Psychology Organizations,usually,2
5334,PMC8964240,Lessons Learned from the GSPC and SIP Students Workgroup,frequently,2
5335,PMC8964240,Lessons Learned from the GSPC and SIP Students Workgroup,likely,2
5336,PMC8964240,Lessons Learned from the GSPC and SIP Students Workgroup,often,1
5337,PMC8964240,Lessons Learned from the GSPC and SIP Students Workgroup,unlikely,1
5338,PMC8964240,Students’ Traditional Involvement in International Psychology,frequently,2
5339,PMC8964240,Students’ Traditional Involvement in International Psychology,often,3
5340,PMC8964240,abstract,rarely,2
5341,PMC8964240,discussion,likely,1
5342,PMC8966875,introduction,frequently,3
5343,PMC8966875,introduction,often,2
5344,PMC8966875,introduction,rarely,1
5345,PMC8966875,method,often,1
5346,PMC8967289,The Role of Emotions in the Origin and Management of Classroom Conflict,frequently,1
5347,PMC8967289,The Role of Emotions in the Origin and Management of Classroom Conflict,likely,2
5348,PMC8967289,The Role of Emotions in the Origin and Management of Classroom Conflict,often,1
5349,PMC8967289,background,likely,1
5350,PMC8967289,background,often,4
5351,PMC8967289,background,usually,1
5352,PMC8967289,conclusion,often,1
5353,PMC8967289,conclusion,probably,1
5354,PMC8967289,discussion,frequently,1
5355,PMC8967289,discussion,often,1
5356,PMC8967289,discussion,usually,1
5357,PMC8967289,introduction,frequently,1
5358,PMC8967995,Concluding Thoughts,likely,1
5359,PMC8967995,Looking Back,always,1
5360,PMC8967995,Looking Back,probability,1
5361,PMC8967995,Looking Forward,always,1
5362,PMC8967995,Looking Forward,likely,2
5363,PMC8967995,Looking Forward,possibly,2
5364,PMC8967995,Looking Forward,rarely,1
5365,PMC8967995,Looking Forward,usually,1
5366,PMC8967995,Recent Work in Positive Psychology,likely,1
5367,PMC8967995,Recent Work in Positive Psychology,often,2
5368,PMC8967995,Recent Work in Positive Psychology,possibly,1
5369,PMC8967995,Recent Work in Positive Psychology,probably,1
5370,PMC8967995,abstract,likely,1
5371,PMC8967995,introduction,always,1
5372,PMC8967995,introduction,never,1
5373,PMC8977603,introduction,never,1
5374,PMC8977603,method,often,1
5375,PMC8978503,Theoretical framework,often,6
5376,PMC8978503,discussion,often,1
5377,PMC8980849,"Online Learning, Socioemotional Behavior, and Learning Performance",likely,1
5378,PMC8980849,"Online Learning, Socioemotional Behavior, and Learning Performance",usually,1
5379,PMC8980849,conclusion,likely,1
5380,PMC8980849,discussion,likely,1
5381,PMC8984242,abstract,frequently,1
5382,PMC8984242,introduction,often,2
5383,PMC8984242,introduction,rarely,2
5384,PMC8984242,method,often,2
5385,PMC8984242,result,always,1
5386,PMC8984242,result,frequently,2
5387,PMC8984242,result,maybe,1
5388,PMC8984242,result,never,1
5389,PMC8984242,result,often,3
5390,PMC8984242,result,usually,2
5391,PMC8984599,abstract,frequently,1
5392,PMC8984599,discussion,likely,1
5393,PMC8984599,discussion,often,1
5394,PMC8984599,method,possibly,1
5395,PMC8984599,result,always,1
5396,PMC8984599,result,certainly,2
5397,PMC8984599,result,never,3
5398,PMC8984599,result,often,1
5399,PMC8984599,result,probably,2
5400,PMC8997397,discussion,always,1
5401,PMC8997397,discussion,likely,1
5402,PMC8997397,introduction,likely,2
5403,PMC8997397,introduction,rarely,1
5404,PMC8997397,introduction,usually,1
5405,PMC8997397,method,likely,1
5406,PMC8997397,method,rarely,1
5407,PMC8998041,3. Emotion Regulation—Development and Influencing Factors3.1. The Development of Emotion Regulation,likely,1
5408,PMC8998041,4. Promoting Emotion Regulation,always,1
5409,PMC8998041,4. Promoting Emotion Regulation,certainly,1
5410,PMC8998041,4. Promoting Emotion Regulation,frequently,1
5411,PMC8998041,4. Promoting Emotion Regulation,often,4
5412,PMC8998041,4. Promoting Emotion Regulation,rarely,1
5413,PMC9000986,conclusion,always,1
5414,PMC9000986,discussion,probably,1
5415,PMC9000986,introduction,usually,2
5416,PMC9007270,abstract,likely,2
5417,PMC9007270,background,likely,2
5418,PMC9007270,background,possibly,1
5419,PMC9007270,discussion,often,1
5420,PMC9007270,discussion,possibly,2
5421,PMC9007270,discussion,usually,1
5422,PMC9007270,result,likely,2
5423,PMC9007270,result,never,1
5424,PMC9012175,discussion,probability,1
5425,PMC9012175,discussion,probably,1
5426,PMC9012175,introduction,likely,6
5427,PMC9012175,introduction,often,1
5428,PMC9012175,introduction,probability,1
5429,PMC9012175,introduction,usually,2
5430,PMC9012175,method,always,2
5431,PMC9012175,method,likely,1
5432,PMC9012175,method,never,2
5433,PMC9012175,method,often,2
5434,PMC9012175,method,rarely,2
5435,PMC9016678,Lexicality,possibly,1
5436,PMC9016678,Orthographic learning,often,2
5437,PMC9016678,The present study,likely,2
5438,PMC9016678,The present study,possibly,2
5439,PMC9016678,discussion,likely,2
5440,PMC9016678,discussion,possibly,2
5441,PMC9016678,method,always,4
5442,PMC9016678,method,frequently,1
5443,PMC9016678,method,likely,2
5444,PMC9016678,method,never,1
5445,PMC9016678,method,often,1
5446,PMC9016678,method,probably,1
5447,PMC9021089,discussion,frequently,1
5448,PMC9021089,method,likely,1
5449,PMC9021089,method,possibly,1
5450,PMC9021089,result,frequently,1
5451,PMC9021089,result,usually,2
5452,PMC9021893,Applied Research Based on Positive Psychology-Oriented Design and Education Curriculum Reform,never,1
5453,PMC9021893,introduction,often,1
5454,PMC9026310,discussion,always,1
5455,PMC9026310,introduction,always,2
5456,PMC9026310,introduction,often,1
5457,PMC9026310,introduction,usually,1
5458,PMC9026310,method,always,3
5459,PMC9026310,method,never,1
5460,PMC9026310,method,probability,1
5461,PMC9027539,discussion,frequently,1
5462,PMC9027539,discussion,likely,1
5463,PMC9027539,introduction,likely,1
5464,PMC9027539,method,certainly,1
5465,PMC9027539,method,likely,2
5466,PMC9027539,method,never,1
5467,PMC9027539,result,likely,1
5468,PMC9027539,result,never,1
5469,PMC9027539,result,rarely,1
5470,PMC9035439,abstract,frequently,1
5471,PMC9035439,discussion,likely,1
5472,PMC9035439,discussion,often,2
5473,PMC9035439,introduction,frequently,1
5474,PMC9035439,introduction,often,1
5475,PMC9035439,introduction,usually,1
5476,PMC9035439,method,never,2
5477,PMC9035439,method,often,2
5478,PMC9035439,method,probability,1
5479,PMC9045006,introduction,always,1
5480,PMC9045006,introduction,likely,2
5481,PMC9045006,method,likely,1
5482,PMC9045585,Appendix,always,3
5483,PMC9045585,Appendix,never,2
5484,PMC9045585,Appendix,usually,6
5485,PMC9045585,conclusion,often,1
5486,PMC9045585,introduction,likely,2
5487,PMC9045585,introduction,often,1
5488,PMC9046592,abstract,often,1
5489,PMC9046592,discussion,certainly,1
5490,PMC9046592,discussion,rarely,1
5491,PMC9046592,discussion,usually,1
5492,PMC9046592,introduction,likely,5
5493,PMC9046592,introduction,rarely,1
5494,PMC9046592,introduction,unlikely,1
5495,PMC9046592,introduction,usually,1
5496,PMC9046592,method,always,1
5497,PMC9046592,method,likely,1
5498,PMC9046592,method,often,2
5499,PMC9046592,method,probably,1
5500,PMC9046592,method,usually,4
5501,PMC9059685,Study 1,likely,1
5502,PMC9059685,Study 2,likely,1
5503,PMC9059685,Study 2,often,1
5504,PMC9059685,discussion,often,2
5505,PMC9059685,introduction,certainly,1
5506,PMC9059685,introduction,frequently,1
5507,PMC9059685,introduction,often,1
5508,PMC9062637,discussion,certainly,1
5509,PMC9062637,discussion,likely,1
5510,PMC9062637,discussion,often,2
5511,PMC9062637,discussion,probability,1
5512,PMC9062637,introduction,always,1
5513,PMC9062637,introduction,often,3
5514,PMC9062637,result,always,3
5515,PMC9062637,result,maybe,1
5516,PMC9062637,result,often,1
5517,PMC9062637,result,probably,1
5518,PMC9068802,discussion,likely,5
5519,PMC9068802,discussion,often,1
5520,PMC9068802,discussion,unlikely,1
5521,PMC9068802,introduction,always,1
5522,PMC9068802,introduction,likely,11
5523,PMC9068802,introduction,often,4
5524,PMC9068802,introduction,possibly,1
5525,PMC9068802,introduction,unlikely,1
5526,PMC9068802,method,always,2
5527,PMC9068802,method,likely,3
5528,PMC9068802,method,often,1
5529,PMC9068802,method,possibly,1
5530,PMC9068802,method,probably,1
5531,PMC9068802,method,usually,1
5532,PMC9083191,,usually,1
5533,PMC9083191,abstract,often,1
5534,PMC9083191,conclusion,often,1
5535,PMC9083191,discussion,always,1
5536,PMC9083191,discussion,frequently,2
5537,PMC9083191,discussion,often,6
5538,PMC9083191,introduction,always,1
5539,PMC9083191,introduction,often,4
5540,PMC9083191,introduction,probability,1
5541,PMC9083191,introduction,usually,1
5542,PMC9083191,method,often,1
5543,PMC9083191,result,often,1
5544,PMC9087671,3.\u2003MEASURES3.1. Positive reappraisal,always,2
5545,PMC9087671,3.\u2003MEASURES3.1. Positive reappraisal,never,3
5546,PMC9087671,3.\u2003MEASURES3.1. Positive reappraisal,often,2
5547,PMC9087671,result,frequently,1
5548,PMC9087671,result,likely,4
5549,PMC9088659,,often,1
5550,PMC9088659,analysis,frequently,2
5551,PMC9091595,discussion,likely,2
5552,PMC9091595,introduction,likely,2
5553,PMC9091595,introduction,usually,1
5554,PMC9091595,method,never,2
5555,PMC9091595,method,often,6
5556,PMC9091595,method,probability,1
5557,PMC9091595,method,rarely,1
5558,PMC9091595,result,never,1
5559,PMC9091595,result,often,1
5560,PMC9096623,discussion,likely,5
5561,PMC9096623,discussion,often,2
5562,PMC9096623,discussion,unlikely,1
5563,PMC9096623,introduction,frequently,1
5564,PMC9096623,introduction,likely,1
5565,PMC9096623,introduction,often,2
5566,PMC9096623,method,probability,2
5567,PMC9096623,result,likely,1
5568,PMC9099241,discussion,probability,1
5569,PMC9099241,introduction,likely,1
5570,PMC9099241,introduction,probability,2
5571,PMC9099241,method,always,1
5572,PMC9099241,method,never,1
5573,PMC9100255,conclusion,likely,1
5574,PMC9100255,discussion,frequently,1
5575,PMC9100255,introduction,frequently,1
5576,PMC9100255,method,probability,1
5577,PMC9100255,result,probability,1
5578,PMC9108425,"Open Access, Literacies, and Rational Thinking",never,1
5579,PMC9108425,"Open Access, Literacies, and Rational Thinking",often,1
5580,PMC9108425,"Open Access, Literacies, and Rational Thinking",probability,1
5581,PMC9108425,abstract,often,1
5582,PMC9108425,discussion,certainly,1
5583,PMC9108425,discussion,likely,1
5584,PMC9108425,introduction,certainly,2
5585,PMC9108886,discussion,always,1
5586,PMC9108886,discussion,certainly,1
5587,PMC9108886,discussion,frequently,1
5588,PMC9108886,discussion,often,1
5589,PMC9108886,introduction,often,2
5590,PMC9111900,discussion,likely,2
5591,PMC9111900,introduction,likely,4
5592,PMC9111900,method,always,1
5593,PMC9111900,method,never,3
5594,PMC9111900,method,often,2
5595,PMC9117083,COVID-19 Knowledge Domain Visualization,frequently,2
5596,PMC9117083,COVID-19 Knowledge Domain Visualization,often,1
5597,PMC9117083,COVID-19 Knowledge Domain Visualization,usually,1
5598,PMC9117083,COVID-19 Pandemic From the Psychological Perspective,probability,1
5599,PMC9117083,Exploring “hot”\xa0topics in Science,probably,1
5600,PMC9117083,Exploring “hot”\xa0topics in Science,usually,1
5601,PMC9117083,Predicting Citation Rates for Highly Cited Psychology Papers,frequently,1
5602,PMC9117083,Predicting Citation Rates for Highly Cited Psychology Papers,often,2
5603,PMC9117083,Predicting Citation Rates for Highly Cited Psychology Papers,probability,2
5604,PMC9117083,Predicting Citation Rates for Highly Cited Psychology Papers,probably,1
5605,PMC9117083,abstract,frequently,1
5606,PMC9117083,abstract,often,1
5607,PMC9117083,discussion,always,1
5608,PMC9117083,discussion,frequently,1
5609,PMC9117083,discussion,often,4
5610,PMC9117083,introduction,frequently,1
5611,PMC9117083,introduction,probably,1
5612,PMC9117083,result,often,3
5613,PMC9117083,result,probability,3
5614,PMC9117083,result,probably,1
5615,PMC9117083,result,rarely,1
5616,PMC9117351,conclusion,likely,1
5617,PMC9117351,discussion,likely,8
5618,PMC9117351,discussion,often,1
5619,PMC9117351,discussion,possibly,1
5620,PMC9117351,introduction,often,2
5621,PMC9117351,result,likely,2
5622,PMC9117351,result,maybe,1
5623,PMC9117351,result,often,2
5624,PMC9117351,result,probably,1
5625,PMC9119278,discussion,always,1
5626,PMC9119278,discussion,likely,5
5627,PMC9119278,method,usually,1
5628,PMC9119413,discussion,always,1
5629,PMC9119413,discussion,frequently,4
5630,PMC9119413,discussion,likely,5
5631,PMC9119413,discussion,never,1
5632,PMC9119413,discussion,often,1
5633,PMC9119413,discussion,possibly,1
5634,PMC9119413,introduction,likely,1
5635,PMC9119413,introduction,often,1
5636,PMC9119413,result,frequently,1
5637,PMC9119413,result,never,2
5638,PMC9119413,result,often,1
5639,PMC9119700,Related work and significant variables,always,1
5640,PMC9119700,Related work and significant variables,likely,1
5641,PMC9119700,analysis,always,1
5642,PMC9119700,analysis,probability,3
5643,PMC9119700,analysis,usually,1
5644,PMC9119700,discussion,likely,1
5645,PMC9119700,introduction,frequently,1
5646,PMC9119700,introduction,probability,1
5647,PMC9122777,analysis,likely,2
5648,PMC9122777,discussion,likely,2
5649,PMC9122777,discussion,often,1
5650,PMC9122777,introduction,likely,1
5651,PMC9122777,introduction,often,4
5652,PMC9127491,abstract,always,1
5653,PMC9127491,abstract,never,1
5654,PMC9127491,discussion,always,1
5655,PMC9127491,discussion,probably,1
5656,PMC9134978,abstract,frequently,1
5657,PMC9134978,abstract,often,1
5658,PMC9134978,discussion,often,1
5659,PMC9134978,result,always,1
5660,PMC9134978,result,maybe,1
5661,PMC9134978,result,never,1
5662,PMC9134978,result,often,5
5663,PMC9134978,result,usually,1
5664,PMC9139439,discussion,often,1
5665,PMC9139439,discussion,possibly,1
5666,PMC9139439,introduction,often,2
5667,PMC9139465,introduction,frequently,1
5668,PMC9139465,introduction,often,3
5669,PMC9139465,method,usually,1
5670,PMC9139969,discussion,likely,2
5671,PMC9139969,discussion,often,1
5672,PMC9139969,discussion,probability,1
5673,PMC9139969,introduction,likely,4
5674,PMC9139969,introduction,often,2
5675,PMC9149434,University Psychology Management Innovation and Teaching Reform in the Digital Age,never,2
5676,PMC9149434,conclusion,often,1
5677,PMC9149434,introduction,always,1
5678,PMC9149434,introduction,likely,1
5679,PMC9149434,introduction,usually,1
5680,PMC9149434,method,likely,1
5681,PMC9149434,method,often,1
5682,PMC9149434,method,usually,1
5683,PMC9149944,discussion,likely,1
5684,PMC9149944,discussion,often,1
5685,PMC9149944,discussion,usually,1
5686,PMC9149944,introduction,likely,1
5687,PMC9149944,method,often,1
5688,PMC9150841,discussion,likely,2
5689,PMC9150841,introduction,likely,3
5690,PMC9155235,abstract,likely,1
5691,PMC9155235,discussion,likely,7
5692,PMC9155235,discussion,often,1
5693,PMC9155235,discussion,probability,1
5694,PMC9155235,discussion,unlikely,1
5695,PMC9155235,introduction,frequently,2
5696,PMC9155235,introduction,likely,13
5697,PMC9155235,introduction,often,5
5698,PMC9155235,introduction,unlikely,2
5699,PMC9155235,introduction,usually,5
5700,PMC9155235,limitation,likely,1
5701,PMC9155235,limitation,often,1
5702,PMC9155235,limitation,unlikely,1
5703,PMC9155235,method,always,1
5704,PMC9155235,method,often,1
5705,PMC9155235,result,likely,3
5706,PMC9159493,Reading Achievement Gaps,always,2
5707,PMC9159493,Reading Achievement Gaps,frequently,1
5708,PMC9159493,Reading Achievement Gaps,likely,1
5709,PMC9159493,Reading Achievement Gaps,never,2
5710,PMC9159493,Reading Achievement Gaps,often,6
5711,PMC9159493,Reading Achievement Gaps,probably,1
5712,PMC9159493,Reading Achievement Gaps and the Impact of the COVID-19 Pandemic,frequently,1
5713,PMC9159493,abstract,likely,1
5714,PMC9159493,discussion,likely,2
5715,PMC9159493,discussion,often,1
5716,PMC9159493,method,always,2
5717,PMC9159493,method,never,2
5718,PMC9159493,result,always,4
5719,PMC9159595,discussion,frequently,2
5720,PMC9159595,discussion,likely,2
5721,PMC9159595,discussion,maybe,1
5722,PMC9159595,discussion,probably,1
5723,PMC9159595,introduction,frequently,1
5724,PMC9159595,introduction,likely,1
5725,PMC9159595,method,usually,1
5726,PMC9159595,result,frequently,1
5727,PMC9159595,result,rarely,1
5728,PMC9161658,Literature review,likely,4
5729,PMC9161658,Literature review,often,1
5730,PMC9161658,RQ1,likely,4
5731,PMC9161658,RQ2,likely,1
5732,PMC9161658,RQ3,likely,3
5733,PMC9161658,abstract,possibly,1
5734,PMC9161658,discussion,likely,7
5735,PMC9161658,discussion,possibly,1
5736,PMC9161658,discussion,probably,1
5737,PMC9161658,method,likely,1
5738,PMC9161658,result,often,1
5739,PMC9166214,conclusion,frequently,1
5740,PMC9166214,conclusion,likely,1
5741,PMC9166214,introduction,likely,2
5742,PMC9166214,introduction,often,2
5743,PMC9166214,result,likely,1
5744,PMC9168467,abstract,likely,1
5745,PMC9168467,abstract,often,1
5746,PMC9168467,conclusion,often,1
5747,PMC9168467,discussion,always,1
5748,PMC9168467,discussion,frequently,12
5749,PMC9168467,discussion,likely,6
5750,PMC9168467,discussion,maybe,3
5751,PMC9168467,discussion,never,1
5752,PMC9168467,discussion,often,19
5753,PMC9168467,discussion,possibly,1
5754,PMC9168467,discussion,probably,2
5755,PMC9168467,discussion,rarely,2
5756,PMC9168467,introduction,often,2
5757,PMC9168467,introduction,rarely,1
5758,PMC9168467,limitation,likely,1
5759,PMC9168467,limitation,often,1
5760,PMC9168467,method,often,1
5761,PMC9177819,Literature review,often,2
5762,PMC9177819,Literature review,rarely,1
5763,PMC9177819,analysis,likely,1
5764,PMC9177819,analysis,usually,1
5765,PMC9177819,method,always,1
5766,PMC9177819,method,often,1
5767,PMC9177819,method,rarely,1
5768,PMC9177819,method,usually,1
5769,PMC9198360,"Grit, Belonging, and Institutional Compassion",often,1
5770,PMC9198360,abstract,likely,1
5771,PMC9198360,conclusion,likely,1
5772,PMC9198360,discussion,likely,6
5773,PMC9198360,result,likely,1
5774,PMC9200375,abstract,frequently,1
5775,PMC9200375,discussion,frequently,1
5776,PMC9200375,introduction,likely,1
5777,PMC9200375,method,often,2
5778,PMC9200375,result,frequently,6
5779,PMC9201035,discussion,likely,1
5780,PMC9201035,introduction,often,2
5781,PMC9201035,introduction,possibly,1
5782,PMC9201066,Construction of High-Quality Teaching System,probability,1
5783,PMC9201066,"Deep Integration of “Industry-College-Research-Competition”“Industry-College-Research-Competition” (ICRC) refers to the cooperation between colleges and enterprises (Xiong, 2021), which integrates and gives full play to the advantages of teaching, scientific research, competition, and enterprise resources to carry out teaching activities, improving teaching quality, and cultivating application-oriented talents with strong theoretical and practical abilities (Liu C. B., 2017; Zhang, 2020).To achieve the deep integration of ICRC (as shown in Figure 5), we organized teaching activities according to the “spiritual level” and “psychological level” characteristics of teachers and students. (a) Deepen the cooperation with enterprises related to Io",always,1
5784,PMC9201066,"Deep Integration of “Industry-College-Research-Competition”“Industry-College-Research-Competition” (ICRC) refers to the cooperation between colleges and enterprises (Xiong, 2021), which integrates and gives full play to the advantages of teaching, scientific research, competition, and enterprise resources to carry out teaching activities, improving teaching quality, and cultivating application-oriented talents with strong theoretical and practical abilities (Liu C. B., 2017; Zhang, 2020).To achieve the deep integration of ICRC (as shown in Figure 5), we organized teaching activities according to the “spiritual level” and “psychological level” characteristics of teachers and students. (a) Deepen the cooperation with enterprises related to Io",often,1
5785,PMC9201961,discussion,certainly,1
5786,PMC9201961,discussion,likely,3
5787,PMC9201961,discussion,often,1
5788,PMC9201961,introduction,certainly,1
5789,PMC9201961,introduction,often,2
5790,PMC9201961,introduction,usually,2
5791,PMC9207525,Findings,frequently,1
5792,PMC9207525,Findings,never,1
5793,PMC9207525,Findings,often,3
5794,PMC9207525,Findings,probably,1
5795,PMC9218536,Research Model and Framework,probability,1
5796,PMC9218536,Research Model and Framework,usually,3
5797,PMC9218536,abstract,probability,1
5798,PMC9218536,introduction,often,1
5799,PMC9221368,discussion,likely,5
5800,PMC9221368,discussion,maybe,2
5801,PMC9221368,discussion,rarely,1
5802,PMC9221368,discussion,unlikely,1
5803,PMC9221368,introduction,likely,5
5804,PMC9221368,method,maybe,1
5805,PMC9221368,result,likely,5
5806,PMC9221368,result,maybe,14
5807,PMC9221864,conclusion,always,2
5808,PMC9221864,conclusion,usually,1
5809,PMC9221864,introduction,often,1
5810,PMC9221864,method,usually,1
5811,PMC9221864,result,always,8
5812,PMC9221864,result,never,2
5813,PMC9221864,result,rarely,2
5814,PMC9222948,conclusion,frequently,1
5815,PMC9222948,method,probability,1
5816,PMC9226578,background,often,1
5817,PMC9226578,background,usually,1
5818,PMC9226578,conclusion,likely,1
5819,PMC9226578,discussion,likely,3
5820,PMC9226578,discussion,often,1
5821,PMC9226578,discussion,usually,1
5822,PMC9226578,method,always,1
5823,PMC9226578,method,frequently,1
5824,PMC9226578,method,likely,2
5825,PMC9226578,method,often,2
5826,PMC9230102,abstract,usually,1
5827,PMC9230102,discussion,always,2
5828,PMC9230102,discussion,frequently,1
5829,PMC9230102,discussion,likely,1
5830,PMC9230102,discussion,usually,1
5831,PMC9230102,introduction,frequently,1
5832,PMC9230102,introduction,often,1
5833,PMC9230102,introduction,usually,1
5834,PMC9230102,result,always,1
5835,PMC9230102,result,likely,1
5836,PMC9230102,result,often,7
5837,PMC9230102,result,possibly,1
5838,PMC9230102,result,probably,2
5839,PMC9230102,result,usually,2
5840,PMC9231796,abstract,rarely,1
5841,PMC9231796,discussion,frequently,1
5842,PMC9231796,discussion,often,3
5843,PMC9231796,discussion,usually,2
5844,PMC9231796,introduction,always,1
5845,PMC9231796,introduction,likely,1
5846,PMC9231796,introduction,often,1
5847,PMC9231796,method,frequently,1
5848,PMC9231796,method,usually,1
5849,PMC9231796,result,probability,1
5850,PMC9234733,analysis,possibly,1
5851,PMC9234733,introduction,often,1
5852,PMC9240100,Appendix,often,1
5853,PMC9240100,discussion,frequently,1
5854,PMC9240100,discussion,likely,1
5855,PMC9240100,discussion,often,1
5856,PMC9240215,College Students’ Cognitive Structure and the Relevant Teaching Strategies of Ideological and Political Education,always,2
5857,PMC9240215,College Students’ Cognitive Structure and the Relevant Teaching Strategies of Ideological and Political Education,usually,1
5858,PMC9244014,abstract,often,1
5859,PMC9244014,discussion,likely,1
5860,PMC9244014,introduction,likely,1
5861,PMC9244014,introduction,often,1
5862,PMC9246239,The present research,often,1
5863,PMC9246239,The present research,rarely,1
5864,PMC9246239,discussion,likely,2
5865,PMC9246239,discussion,probably,1
5866,PMC9246239,introduction,always,1
5867,PMC9246239,introduction,frequently,2
5868,PMC9246239,introduction,often,1
5869,PMC9246239,method,always,2
5870,PMC9246239,method,probably,1
5871,PMC9253416,introduction,often,1
5872,PMC9253416,method,always,1
5873,PMC9253416,method,often,1
5874,PMC9255428,discussion,possibly,1
5875,PMC9255428,introduction,often,1
5876,PMC9255428,method,always,1
5877,PMC9255490,abstract,often,1
5878,PMC9255490,discussion,frequently,1
5879,PMC9255490,discussion,likely,4
5880,PMC9255490,discussion,often,1
5881,PMC9255490,introduction,frequently,1
5882,PMC9255490,introduction,likely,2
5883,PMC9255490,introduction,often,1
5884,PMC9255490,method,always,1
5885,PMC9255490,method,likely,1
5886,PMC9255490,method,often,2
5887,PMC9255490,method,rarely,1
5888,PMC9255490,method,usually,2
5889,PMC9255490,result,likely,2
5890,PMC9258503,discussion,often,1
5891,PMC9258503,introduction,likely,1
5892,PMC9258503,introduction,often,1
5893,PMC9258503,introduction,probability,1
5894,PMC9258503,method,always,1
5895,PMC9258503,method,never,1
5896,PMC9258503,method,usually,1
5897,PMC9263545,Catch the Open! The Pedagogical Approach,always,1
5898,PMC9263545,Catch the Open! The Technological Approach,always,2
5899,PMC9263545,Catch the Open! The Technological Approach,frequently,1
5900,PMC9263545,Catch the Open! The Technological Approach,usually,1
5901,PMC9263545,future,frequently,1
5902,PMC9265504,,possibly,1
5903,PMC9265504,discussion,likely,2
5904,PMC9265504,discussion,often,1
